"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Small Metro"	"4"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1679	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1788	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1703	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1806	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1696	Not Applicable	Not Applicable
	"Small Metro"	"4"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1617	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1427	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1414	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1341	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1314	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1410	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1429	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1677	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 1999"	"1999/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1513	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 1999"	"1999/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1513	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 1999"	"1999/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1693	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 1999"	"1999/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1285	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 1999"	"1999/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1062	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 1999"	"1999/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	945	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 1999"	"1999/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1021	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 1999"	"1999/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	869	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 1999"	"1999/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	906	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 1999"	"1999/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	999	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 1999"	"1999/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1051	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 1999"	"1999/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1317	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2000"	"2000/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1703	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2000"	"2000/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1372	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2000"	"2000/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1200	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2000"	"2000/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1137	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2000"	"2000/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1022	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2000"	"2000/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1047	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2000"	"2000/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1013	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2000"	"2000/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1035	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2000"	"2000/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1094	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2000"	"2000/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1067	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2000"	"2000/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1133	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2000"	"2000/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1354	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2001"	"2001/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1417	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2001"	"2001/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1342	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2001"	"2001/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1475	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2001"	"2001/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1366	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2001"	"2001/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1240	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2001"	"2001/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1096	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2001"	"2001/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1106	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2001"	"2001/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1034	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2001"	"2001/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	950	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2001"	"2001/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1126	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2001"	"2001/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1077	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2001"	"2001/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1277	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2002"	"2002/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1377	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2002"	"2002/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1472	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2002"	"2002/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1668	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2002"	"2002/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1268	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2002"	"2002/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1183	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2002"	"2002/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1084	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2002"	"2002/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1023	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2002"	"2002/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1028	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2002"	"2002/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1018	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2002"	"2002/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1134	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2002"	"2002/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1228	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2002"	"2002/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1312	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2003"	"2003/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1411	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2003"	"2003/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1313	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2003"	"2003/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1376	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2003"	"2003/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1268	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2003"	"2003/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1179	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2003"	"2003/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1150	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2003"	"2003/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1088	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2003"	"2003/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1027	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2003"	"2003/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1081	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2003"	"2003/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1208	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2003"	"2003/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1190	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2003"	"2003/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1711	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2004"	"2004/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1696	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2004"	"2004/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1297	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2004"	"2004/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1414	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2004"	"2004/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1244	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2004"	"2004/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1228	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2004"	"2004/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1048	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2004"	"2004/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1059	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2004"	"2004/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1004	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2004"	"2004/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1002	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2004"	"2004/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1126	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2004"	"2004/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1103	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2004"	"2004/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1243	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2005"	"2005/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1494	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2005"	"2005/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1674	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2005"	"2005/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1846	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2005"	"2005/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1500	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2005"	"2005/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1377	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2005"	"2005/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1195	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2005"	"2005/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1018	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2005"	"2005/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1002	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2005"	"2005/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	991	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2005"	"2005/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1133	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2005"	"2005/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1191	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2005"	"2005/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1294	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2006"	"2006/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1491	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2006"	"2006/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1322	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2006"	"2006/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1604	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2006"	"2006/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1336	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2006"	"2006/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1241	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2006"	"2006/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1083	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2006"	"2006/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1097	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2006"	"2006/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1037	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2006"	"2006/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1019	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2006"	"2006/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1258	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2006"	"2006/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1188	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2006"	"2006/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1383	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2007"	"2007/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1652	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2007"	"2007/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1449	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2007"	"2007/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1546	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2007"	"2007/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1399	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2007"	"2007/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1254	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2007"	"2007/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1183	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2007"	"2007/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1157	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2007"	"2007/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1118	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2007"	"2007/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1109	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2007"	"2007/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1245	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2007"	"2007/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1229	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2007"	"2007/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1468	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2008"	"2008/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1584	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2008"	"2008/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1805	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2008"	"2008/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1924	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2008"	"2008/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1612	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2008"	"2008/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1412	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2008"	"2008/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1289	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2008"	"2008/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1238	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2008"	"2008/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1201	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2008"	"2008/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1165	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2008"	"2008/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1207	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2008"	"2008/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1349	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2008"	"2008/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1514	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2009"	"2009/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1557	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2009"	"2009/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1476	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2009"	"2009/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1647	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2009"	"2009/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1510	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2009"	"2009/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1487	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2009"	"2009/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1284	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2009"	"2009/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1189	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2009"	"2009/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1163	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2009"	"2009/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1281	Not Applicable	Not Applicable
